"RT..NO.","BCR","State","RT..NAME","RT..LENG.","NLCD.0","NLCD.11","NLCD.12","NLCD.21","NLCD.22","NLCD.23","NLCD.24","NLCD.31","NLCD.41","NLCD.42","NLCD.43","NLCD.52","NLCD.71","NLCD.81","NLCD.82","NLCD.90","NLCD.95","SUM","km"
66907,28,"Ohio","PIKE S.F.",40572.7,0,1896,0,27699,10677,1579,173,1189,513068,16200,1716,50199,49164,132627,74328,45,24,880584,10
66908,28,"Ohio","MOHICAN S.F.",36154.1,0,6766,0,38545,3696,900,295,11,307232,25164,254,509,6118,94635,145421,1909,72,631527,10
66952,28,"Ohio","SHAWNEE S.F. II",40349.9,0,17541,0,32381,9064,892,100,452,638273,2832,1249,22633,11648,65123,20410,671,0,823269,10
67001,25,"Oklahoma","BIG CEDAR",37122.6,0,433,0,25957,740,41,12,23,295752,362392,56385,17906,32757,32695,0,3056,120,828269,10
67002,25,"Oklahoma","BLANCO",43700.4,0,61656,0,23255,1450,597,31,207,523849,104739,70313,22578,120441,240724,486,10993,134,1181453,10
67003,25,"Oklahoma","MCALESTER",40267.2,0,42433,0,59003,15433,4777,3306,701,443134,27143,31581,9084,212576,242294,646,26609,1153,1119873,10
67004,21,"Oklahoma","PHILLIPS",43259.2,0,9677,0,42163,4432,1471,621,2202,477146,5144,0,12,380028,247155,6773,1078,655,1178557,10
67005,21,"Oklahoma","MILL CREEK",45194.2,0,6527,0,31097,1392,336,67,6073,326876,4694,0,0,533013,210745,15823,0,22,1136665,10
67006,21,"Oklahoma","LOCO",41242.2,0,22215,0,38138,2552,1059,119,118,232339,195,0,203,681313,24722,182338,0,247,1185558,10
67007,21,"Oklahoma","ARDMORE",41102.7,0,6383,0,43587,21470,5449,3049,1678,341217,405,0,0,497619,167059,52918,0,314,1141148,10
67008,19,"Oklahoma","RANDLETT",40443.3,0,18611,0,51975,3828,1337,146,17062,48299,84,0,7732,515916,859,499596,0,307,1165752,10
67009,19,"Oklahoma","COOKIETOWN",42539.6,0,11489,0,50784,10231,3908,1337,15175,31234,63,0,5541,406364,122,542544,0,255,1079047,10
67010,19,"Oklahoma","REED",40419.3,0,1293,0,46192,1291,77,21,6290,20,5,28557,611065,124841,0,365611,8018,1474,1194755,10
67011,24,"Oklahoma","BARON",40165.8,0,10609,0,50232,8396,2641,807,479,468292,16853,6227,4012,34546,456052,941,6731,24,1066842,10
67012,25,"Oklahoma","CANADIAN",40973.8,0,118045,0,35817,2776,1894,214,2041,527806,7733,15411,2058,219484,182943,12387,2463,6791,1137863,10
67013,25,"Oklahoma","INDIANOLA",42923.4,0,25800,0,36684,2773,800,154,1848,529881,9305,9,88,244025,226188,13366,549,5132,1096602,10
67014,21,"Oklahoma","HOLDENVILLE",39893.4,0,15744,0,64737,8637,1334,516,1164,462474,409,0,0,353334,193348,13496,0,49,1115242,10
67015,21,"Oklahoma","BEGGS",40068.3,0,5694,0,74983,20050,8277,3272,303,410620,138,0,0,220233,284207,16216,0,103,1044096,10
67016,21,"Oklahoma","CHOCTAW",40011.5,0,18406,0,143167,98082,59896,31046,842,290979,2299,0,0,374116,50744,63620,0,53,1133250,10
67017,21,"Oklahoma","NOBLE",40260.4,0,23615,0,67520,43735,11780,5236,1873,458852,3406,0,0,391491,82495,60426,0,347,1150776,10
67018,19,"Oklahoma","VERDEN",40310.2,0,8695,0,67525,15928,6432,3427,1347,74496,9226,17,1176,488740,4988,271160,0,515,953672,10
67019,19,"Oklahoma","EAGLE CITY",39578,0,5100,0,43894,4209,657,24,451,17571,102390,30817,93,548526,0,325388,0,0,1079120,10
67020,19,"Oklahoma","GRIMES",40050.9,0,1898,0,32517,944,588,74,6436,451,140,4211,311128,692501,0,60862,222,0,1111972,10
67021,19,"Oklahoma","ERICK",39714.9,0,395,0,32485,2789,2104,196,10999,12,18,22147,380947,448877,0,92296,3369,0,996634,10
67022,22,"Oklahoma","PEORIA",39132.8,0,12222,0,51682,28672,7786,2932,10759,163615,138,373,2396,9592,476099,257287,37889,1097,1062539,10
67023,22,"Oklahoma","WELCH",39178.6,0,8438,0,48173,12101,1244,269,490,85877,355,375,1647,55615,665290,142202,23637,652,1046365,10
67024,22,"Oklahoma","COLLINSVILLE",40108.1,0,8215,0,63428,20227,4972,1136,514,148189,197,0,0,388755,454682,30070,0,697,1121082,10
67025,21,"Oklahoma","BARNSDALL",40275.7,0,53944,0,48426,2079,458,123,43,483576,17,0,0,475169,32480,2928,0,11,1099254,10
67026,21,"Oklahoma","BARTLESVILLE",39457.7,0,7687,0,58325,12855,3868,1599,628,360432,2166,35,8,443739,127501,12225,0,77,1031145,10
67027,19,"Oklahoma","DOUGLAS",40130.5,0,3776,0,53976,3831,825,283,98,28074,2263,0,0,362072,1455,756553,0,16,1213222,10
67028,19,"Oklahoma","WAKITA",39489.4,0,10443,0,47713,6058,365,86,32,2922,0,0,418,289567,5158,810217,17517,4646,1195142,10
67029,19,"Oklahoma","CHESTER",39344.7,0,4783,0,46032,7143,1533,181,7955,5165,130004,10069,5354,655026,456,201884,6704,9101,1091390,10
67030,19,"Oklahoma","TEGARDEN",41526.3,0,21052,0,28575,1103,198,9,1817,18739,3471,0,1013,968872,320,149328,8479,1921,1204897,10
67031,19,"Oklahoma","LOOKOUT",38712.9,0,34071,0,30140,1175,141,31,10752,5794,37,0,363,855784,0,92325,7186,8619,1046418,10
67032,19,"Oklahoma","ROSSTON",40518,0,17584,0,43330,2924,475,145,569,681,25,0,5042,796080,817,232241,4321,57,1104291,10
67033,18,"Oklahoma","HARDESTY",39888.2,0,1008,0,45971,2328,261,35,731,47,0,0,74572,651434,0,287825,722,416,1065350,10
67034,18,"Oklahoma","FELT",40671.1,0,504,0,19054,512,13,0,366,0,1204,0,108082,945174,65,143363,1501,2781,1222619,10
67035,19,"Oklahoma","BEAVER",35699.2,0,536,0,34049,2412,172,23,910,867,0,0,99187,702853,0,196359,5166,5,1042539,10
67050,25,"Oklahoma","GOODWATER",42863,0,18408,0,33598,5146,370,20,6631,220892,222568,78678,28226,73822,297356,38826,81261,5442,1111244,10
67051,25,"Oklahoma","BETHEL",56217.6,0,1404,0,68026,2798,53,0,59,281658,683739,109230,83351,92673,40311,0,4460,266,1368028,10
67052,25,"Oklahoma","SANDBLUFF",37123.5,0,61236,0,36644,4316,703,200,2282,364798,24080,22249,2312,135406,345463,1878,23804,9753,1035124,10
67053,25,"Oklahoma","MATOY",40394.7,0,7811,0,39750,2576,934,78,839,401097,4938,34,16,422772,279684,6247,5424,3304,1175504,10
67054,21,"Oklahoma","TATUMS",44295,0,8215,0,55299,5163,806,261,228,289530,49,0,0,698363,77369,93225,0,262,1228770,10
67055,19,"Oklahoma","COOPERTON",42554.6,0,5075,0,51462,1070,164,6,624,15269,4981,23625,225455,370012,3172,475973,1362,922,1179172,10
67056,19,"Oklahoma","HOLLIS",41363.9,0,800,0,40695,2105,251,100,2783,70,26,13646,645563,185243,0,277163,3513,66,1172024,10
67057,25,"Oklahoma","POCOLA",41538.5,0,53015,0,52726,19600,3881,749,4360,245551,9860,31178,15338,67195,585995,33631,23348,949,1147376,10
67058,22,"Oklahoma","WAINWRIGHT",41412.3,0,64407,0,64674,3857,1047,380,1337,214529,882,0,352,255665,514932,58111,575,4838,1185586,10
67059,21,"Oklahoma","HEYBURN",43570.7,0,9325,0,63708,3891,2031,288,149,611974,221,0,0,328854,193882,11972,0,196,1226491,10
67060,19,"Oklahoma","CASHION",39497.8,0,17221,0,58851,2036,1023,200,1658,46397,5426,0,8,389747,1099,579530,80,1753,1105029,10
67061,19,"Oklahoma","SICKLES",40064.8,0,5226,0,57436,1915,405,242,237,28312,41228,3222,9266,362922,2098,718126,122,238,1230995,10
67062,19,"Oklahoma","ARAPAHO",42657.7,0,3753,0,67126,11802,3771,2589,74,4299,2321,13956,146957,418789,379,515672,541,0,1192029,10
67063,24,"Oklahoma","COLCORD",41528.8,0,1532,0,49583,9758,3626,1451,977,401866,12108,3403,4827,44935,465984,3636,5657,59,1009402,10
67064,22,"Oklahoma","KEETONVILLE",40079.6,0,97292,0,76893,18957,8417,4241,197,268923,1279,0,109,236576,273821,16246,21,997,1003969,10
67065,22,"Oklahoma","FORAKER",43680.4,0,7447,0,49064,2374,543,176,6,102947,409,0,9,850261,100681,14350,4288,481,1133036,10
67066,19,"Oklahoma","HUNTER",39822.2,0,7591,0,53748,2370,194,15,73,9318,340,0,280,213973,10605,824307,24742,6660,1154216,10
67067,19,"Oklahoma","JET",40394.6,0,57221,0,40802,4941,339,48,57360,26238,0,89,12877,543497,1763,342333,22149,12532,1122189,10
67068,19,"Oklahoma","WOODWARD",40742.1,0,13861,0,43704,10948,1229,682,2173,231,3795,1933,105096,778500,503,202734,2091,336,1167816,10
67069,18,"Oklahoma","CLEAR LAKE",39448.9,0,1159,0,40050,2489,223,46,1771,879,11,5,108083,939127,149,56541,3235,50,1153818,10
67070,18,"Oklahoma","HOOKER",39260.4,0,892,0,53114,4042,635,86,1295,128,0,0,65958,536522,0,447307,842,517,1111338,10
67071,18,"Oklahoma","KEYES",40084.6,0,37,0,42780,5030,521,205,104,0,0,0,31842,777660,182,320880,50,811,1180102,10
67103,25,"Oklahoma","PUSHMATAHA",37131.9,0,32111,0,24910,1845,215,33,96,239819,275648,67521,27705,53604,74896,139,8159,276,806977,10
67106,21,"Oklahoma","DUNCAN",40509.8,0,24172,0,34651,2438,1090,160,164,224073,195,0,192,658710,28829,163139,0,288,1138101,10
67125,21,"Oklahoma","SKIATOOK",42092.2,0,49872,0,60645,6341,2009,875,143,428870,198,0,0,438960,137279,14905,0,51,1140148,10
67129,19,"Oklahoma","PHROSO",39398.8,0,5139,0,45990,7697,1362,206,4416,6086,131937,12919,2517,655328,86,198643,0,79,1072405,10
67161,19,"Oklahoma","COLONY",40096.6,0,4896,0,55084,1954,415,284,237,25549,49002,1278,274,375036,1698,672412,60,146,1188325,10
67900,25,"Oklahoma","OUACHITA NF",44170.4,0,2778,0,29366,400,118,5,34,256222,521913,57584,2385,15891,60693,80,3844,339,951652,10
67901,19,"Oklahoma","WICHITA MTNS",38301.5,0,15495,0,46982,11352,5871,2437,2372,117731,15630,8382,29055,741008,775,51300,0,1519,1049909,10
67902,19,"Oklahoma","ELGIN",38890.6,0,20098,0,48096,8546,4052,651,658,58187,385,0,3666,674968,2754,202271,0,667,1024999,10
67903,19,"Oklahoma","FT SILL WEST",37905.1,0,15899,0,58536,44145,23487,10101,2838,90738,5689,2055,19737,545205,1233,53617,0,1554,874834,10
67904,19,"Oklahoma","FT SILL EAST",39502,0,21533,0,58140,36527,21016,9621,2898,54507,187,0,5275,562349,3057,113924,0,916,889950,10
67905,25,"Oklahoma","MT. HERMAN",41076.1,0,27891,0,44113,2539,92,0,13,162794,362156,93185,26799,44090,13392,0,2343,465,779872,10
67906,25,"Oklahoma","HEE MOUNTAIN",40381.2,0,8803,0,37774,2173,121,18,74,227114,290883,100222,29227,54467,15537,3,1922,495,768833,10
67907,19,"Oklahoma","WICHITA MTS WEST",37483.3,0,3088,0,19457,367,63,10,21,47616,15335,15335,55716,467824,1956,86614,558,135,714095,10
69001,5,"Oregon","TIMBER",50060.5,0,3357,0,42405,10515,1686,418,3698,14150,522205,163059,238085,94037,26848,46878,7709,2525,1177575,10
69002,5,"Oregon","TUALATIN",42274.4,0,16683,0,77296,261339,167262,62446,1403,18315,84237,51482,11303,11830,114079,25594,17773,5162,926204,10
69003,5,"Oregon","SHELLROCK",39742.3,0,8642,0,6254,321,84,13,1517,18,879942,159,117629,7500,219,342,0,65,1022705,10
69004,9,"Oregon","LONE ROCK",42442,0,1524,0,25060,425,91,0,4813,81,547,65,807183,8429,1242,376073,36,504,1226073,10
69005,9,"Oregon","ORDNANCE",40126.6,0,61125,0,61640,33828,11729,610,0,1628,438,179,315531,6524,2784,510407,2637,6899,1015959,10
69006,10,"Oregon","ALBEE",39657.9,0,71,0,12398,302,24,0,26,0,569148,0,526853,8549,3333,40,3284,5661,1129689,10
69007,10,"Oregon","FLORA",42112.7,0,1822,0,2641,1030,184,0,586,0,590399,512,149111,366404,415,30753,22,1544,1145423,10
69008,9,"Oregon","IMNAHA",40296.1,0,5,0,3141,282,0,0,10,29,402694,5,215619,481724,0,1211,3850,104,1108674,10
69009,5,"Oregon","SALADO",38590.3,0,4951,0,55171,3693,712,328,1800,32344,295089,224005,213090,42552,13647,591,13063,9005,910041,10
69010,5,"Oregon","COOL CAMP",38103.7,0,1468,0,7190,241,11,16,6595,140,772890,716,155045,5649,19,87,0,685,950752,10
69011,9,"Oregon","DESCHUTES",40358.3,0,1284,0,51913,54679,5191,367,3916,0,50489,0,728659,3457,0,118740,9979,53,1028727,10
69012,10,"Oregon","OCHOCO",40493.2,0,324,0,11653,3577,528,130,0,0,686204,0,353294,14863,523,59605,345,1375,1132421,10
69013,10,"Oregon","LOGDELL",39684.1,0,116,0,2362,0,0,0,101,0,574734,0,461827,6840,291,1623,1111,10369,1059374,10
69014,10,"Oregon","WICKIUP",47802,0,171,0,7991,1072,96,5,2070,369,771676,0,393168,53376,2244,363,1545,50031,1284177,10
69015,10,"Oregon","BRIDGEPORT",48082.5,0,92,0,10047,2177,481,30,712,0,246680,0,923583,41379,47341,0,0,665,1273187,10
69017,5,"Oregon","HAUSER",40116.9,14802,180409,45,39573,22847,8549,4296,54532,15154,249086,149965,142718,77406,15655,710,19523,40843,1036113,10
69018,5,"Oregon","UMPQUA",39358.8,0,4587,0,35719,8710,2919,674,2281,6344,424922,78823,161596,126881,204318,6278,11481,2336,1077869,10
69019,5,"Oregon","WINBERRY",43231.1,0,28773,0,20017,22489,12534,4817,8631,12495,624450,27066,122646,69111,106372,52569,21386,2608,1135964,10
69020,9,"Oregon","DELL SPRING",45557.4,0,54676,0,14040,3418,204,34,18946,0,701433,0,234335,83024,1596,1733,11811,15899,1141149,10
69021,9,"Oregon","FANDANGO CAN",39529.1,0,262,0,27727,11549,165,5,57783,0,17,0,996347,2382,45,82441,181,124,1179028,10
69022,9,"Oregon","WAGONTIRE",45169.9,0,0,0,4402,2865,107,6,2809,0,623,0,1204740,29994,62,3291,7,72,1248978,10
69023,9,"Oregon","BUCHANAN",57049.1,0,15943,0,6445,1296,171,0,487,0,45855,0,1213536,21207,31733,7761,903,1306,1346643,10
69024,9,"Oregon","CROWLEY",39263,0,321,0,0,0,0,0,697,0,2645,0,1118993,351,1394,0,217,12,1124630,10
69025,5,"Oregon","WEDDERBURN",45013.9,61195,315668,0,29868,6049,1268,510,6710,3138,386897,122753,70705,48001,2662,291,4238,3207,1063160,10
69026,5,"Oregon","DAYS CREEK",49546.7,0,3353,0,36814,10426,2963,955,1403,3745,849694,24599,196002,56270,67144,11895,9524,1772,1276559,10
69027,5,"Oregon","DERBY",41211,0,3137,0,20102,7043,2301,344,4106,5595,520896,16768,356915,40556,83080,39946,3652,954,1105395,10
69028,9,"Oregon","MODOC POINT",41071.7,0,246608,0,24022,3678,463,82,6597,140,494238,26,87025,30152,75426,192273,275,38268,1199273,10
69029,9,"Oregon","PAISLEY",41315.8,0,128,0,223,248,0,0,20225,5,563029,0,237556,103391,185,3286,56,49503,977835,10
69030,9,"Oregon","BLITZEN",41305.6,0,246,0,5346,1070,0,0,140009,0,1150,0,984387,17816,714,8783,20,8478,1168019,10
69031,9,"Oregon","ALVORD LAKE",42468.9,0,780,0,687,305,0,0,299687,0,21135,0,874249,7625,21277,286,5414,10935,1242380,10
69032,9,"Oregon","WILLOW SPG",41777,0,35,0,0,0,0,0,25,0,212,0,913619,124094,0,131,5,243,1038364,10
69033,5,"Oregon","ADAIR",44841.9,0,12765,0,52527,58861,17342,5130,2154,34820,92014,73958,46913,39968,386916,289229,52582,11569,1176748,10
69034,5,"Oregon","SCIO",40013.8,0,4147,0,26718,17302,4235,1815,2781,4423,330918,15233,97192,70003,315031,133213,21284,1444,1045739,10
69035,9,"Oregon","JOSEPH",39631.9,0,7841,0,13981,4140,810,18,51826,0,306361,571,190745,452652,378,134543,207,812,1164885,10
69036,10,"Oregon","EAGLE ROCK",41905.3,0,11167,0,9623,827,13,0,147,0,309543,0,607989,909,2058,3390,2433,7153,955252,10
69038,10,"Oregon","SPARTA",42814.9,0,15816,0,10820,973,47,0,23,0,69444,0,881771,63052,0,85394,3496,655,1131491,10
69039,9,"Oregon","BARNES VAL",39737.9,0,5416,0,1785,556,26,0,3646,84,583537,0,222494,173602,2837,501,611,26009,1021104,10
69040,5,"Oregon","DAYTON",42349.5,0,17269,0,36121,71320,27618,8914,1896,19847,28600,39329,10437,14932,329321,427332,70012,10730,1113678,10
69041,5,"Oregon","GARFIELD",42369.9,0,13120,0,59792,80077,30194,9508,1633,19278,348741,73369,90773,52678,213949,80482,27831,3909,1105334,10
69042,5,"Oregon","SVENSEN",43319.2,0,127809,0,45392,4107,640,559,31466,23482,291577,129230,131930,40325,7582,4975,46439,49342,934855,10
69043,9,"Oregon","MT HOOD",39595.6,0,1220,0,11596,4338,1456,481,6251,11074,509863,26388,170173,39233,8149,85414,4530,14,880180,10
69044,9,"Oregon","MONTAGUE",41050.7,0,56,0,26765,1699,877,16,0,41,24,28,490538,75708,15245,411639,124,3999,1026759,10
69045,9,"Oregon","EIGHTMILE",41633.1,0,75,0,16913,162,0,0,104,67,108139,7,741061,13198,10860,205527,225,5016,1101354,10
69046,9,"Oregon","PENDLETON",39122,0,2579,0,41722,12182,5168,232,124,140,113533,1049,203757,89027,16924,578860,8806,1168,1075271,10
69047,9,"Oregon","CAMP SHERMAN",41993.8,0,4423,40,1553,2106,44,177,18967,356,728115,182,202182,80576,0,0,45,41,1038807,10
69048,10,"Oregon","MOUNT VERNON",43943.1,0,223,0,17282,1374,161,17,0,0,608023,0,466979,12225,2351,3447,8011,55406,1175499,10
69049,10,"Oregon","GRANITE",44620.1,0,4480,0,6599,593,20,0,841,0,926970,0,171963,19072,3474,0,451,13179,1147642,10
69050,5,"Oregon","ELKTON",40084.6,0,8102,0,43163,1678,191,26,6193,5725,540471,108601,100736,89056,63031,1038,10411,1851,980273,10
69051,5,"Oregon","CLEARWATER",41005.2,0,618,0,3984,705,59,7,2538,45,842393,53,114081,2204,0,0,9,118,966814,10
69052,9,"Oregon","ELK LAKE",38620.2,0,32830,45,11724,1259,42,52,21042,0,890231,0,96785,21098,2057,10,911,6447,1084533,10
69053,10,"Oregon","CLOVER CREEK",38191.2,0,1087,0,0,0,0,0,147,0,119263,0,859242,4369,1349,466,1171,1766,988860,10
69054,10,"Oregon","SILVER CREEK",43457.1,0,810,0,1235,55,0,0,481,0,455137,0,645166,2348,4983,844,1451,7798,1120308,10
69055,9,"Oregon","PRINCETON",44629.4,0,105346,0,25032,4044,31,0,60978,0,83,0,897232,5235,109513,30490,3729,42540,1284253,10
69056,9,"Oregon","ADRIAN",45233.9,0,7668,0,15046,1276,26,0,851,0,500,0,777583,196022,48577,157244,524,13251,1218568,10
69057,5,"Oregon","HAZEL CAMP",50346.1,30911,176689,0,48847,9096,3452,914,5215,14553,574079,162736,82582,44338,8703,2651,5481,1918,1172165,10
69058,5,"Oregon","SECRET VAL",37056.1,0,2577,0,46238,8409,2657,726,925,1196,628207,31990,215135,46873,9321,2442,5158,1922,1003776,10
69059,5,"Oregon","EMIGRANT LK",40110.7,0,12830,0,18871,14599,4362,635,4824,9817,550608,18442,244929,83230,22240,14682,4189,1984,1006242,10
69060,9,"Oregon","BLY",39801,0,2660,0,3464,501,72,0,1528,0,536692,0,299226,232580,9459,13513,385,20563,1120643,10
69061,9,"Oregon","BLIZZARD GAP",43648.9,0,34454,0,7313,1179,5,0,17105,0,4295,0,1038511,65022,2203,13657,1293,79398,1264435,10
69062,9,"Oregon","FISH LAKE",40713.1,0,3345,0,2711,361,0,0,2818,0,81308,0,1029078,9371,15130,5582,230,45926,1195860,10
69063,9,"Oregon","BATTLE MTN",42563.1,0,53,0,2420,403,0,0,25,0,450,0,1090331,95673,0,23,0,650,1190028,10
69064,9,"Oregon","LOOKOUT LAKE",43711.1,0,615,0,0,0,0,0,501,0,10008,0,1236801,8595,0,0,0,351,1256871,10
69105,9,"Oregon","UMATILLA",44251.3,0,64751,0,40754,13635,2345,348,0,209,36,51,470935,6118,5987,608832,1792,4313,1220106,10
69112,10,"Oregon","HASH ROCK",42147.2,0,324,0,11621,3553,510,130,0,0,687877,0,375448,15003,511,59441,378,1288,1156084,10
69117,5,"Oregon","GLASGOW",40761.3,14394,164047,0,37121,20527,8147,4182,50179,16116,226286,151717,159240,78983,14332,782,19355,37083,1002491,10
69120,9,"Oregon","DAVIS LAKE",40342.1,0,30960,0,11063,3237,199,34,17902,0,527938,0,203981,78853,542,1585,10760,13616,900670,10
69127,5,"Oregon","SAMS VALLEY",49345.2,0,4471,0,24291,12411,5936,2059,1912,5797,604226,24615,330881,46701,132498,49768,7052,1692,1254310,10
69130,9,"Oregon","BLITZEN 2",44295.2,0,1094,0,3574,631,0,0,90827,0,726,0,1098453,21930,698,5327,0,3508,1226768,10
69136,10,"Oregon","SUMMIT PR",44857.7,0,2439,0,4585,75,0,0,0,0,731471,0,402948,3380,1255,2466,4071,37717,1190407,10
69139,9,"Oregon","LAPHAM RES.",39582.3,0,5537,0,1670,552,18,0,3636,84,566665,0,216786,170388,2154,462,589,24428,992969,10
69142,5,"Oregon","NICOLAI MTN.",45163.8,0,118152,0,48357,7070,1164,544,30770,34607,354364,147034,152761,41588,27125,6591,53847,54311,1078285,10
69147,9,"Oregon","WIZARD FALLS",41059.2,0,4572,40,4740,2007,44,190,16374,284,652420,142,150615,81370,422,838,32,872,914962,10
69155,9,"Oregon","MALHEUR NWR",42240.1,0,101184,0,19857,3651,20,0,57838,0,88,0,785491,5097,62093,19256,3577,47297,1105449,10
69159,5,"Oregon","EMIGRANT LAKE 2",40965.2,0,12830,0,18884,14600,4361,635,4824,9796,559265,18444,247247,83437,22206,14660,4178,2002,1017369,10
69160,9,"Oregon","BLY  II",44212.3,0,2970,0,3461,458,72,0,1263,0,556683,0,284665,209373,8620,13461,405,19488,1100919,10
69164,9,"Oregon","ROME",64025.9,0,1620,0,4639,1192,6,0,1834,14,7206,0,1394049,229957,14330,65,133,996,1656041,10
69201,5,"Oregon","TRASK SUMMIT",39189.5,0,104,0,43065,491,84,62,920,36425,405585,272094,119488,34073,6261,470,3408,1015,923545,10
69202,5,"Oregon","CANBY",39946.8,0,9727,0,44254,76602,27269,8440,924,10035,80310,22256,20137,24410,414168,290730,60018,6309,1095589,10
69203,9,"Oregon","BADGER CREEK",38361.9,0,1674,0,3454,1015,84,0,2425,3739,388202,2199,305248,33332,8777,32066,24,11,782250,10
69204,9,"Oregon","MIKKALO",49913.5,0,3704,0,31664,2070,1371,65,0,43,109,34,729448,49631,9814,484711,302,4283,1317249,10
69205,9,"Oregon","CECIL",52457.5,0,5007,0,34059,2025,159,0,0,247,5,16,519080,43252,15322,739123,524,4859,1363678,10
69206,10,"Oregon","HOWARD MDWS.",40530.4,0,908,0,2922,1347,77,0,44,10,553003,0,200834,1472,1357,8875,35,1139,772023,10
69207,10,"Oregon","TROY",73845.8,0,3833,0,1273,50,5,0,170,0,1099328,218,122514,213545,5954,43393,104,10,1490397,10
69208,10,"Oregon","HELLS CANYON",40264.7,0,16010,0,6668,847,11,0,7,24,551435,0,345031,123393,143,16638,210,435,1060852,10
69209,5,"Oregon","WALDPORT",37518.6,0,885,0,54157,1050,137,0,593,24155,507042,234325,105593,28322,6007,96,5834,1983,970179,10
69210,5,"Oregon","BLUE RIVER",41303.3,0,2810,0,5266,338,15,0,3460,390,749111,2281,139665,7180,0,106,5,0,910627,10
69211,10,"Oregon","MADRAS",53175,0,2654,0,51906,37746,5642,652,748,0,14503,0,960407,13203,2077,219816,5443,1188,1315985,10
69212,10,"Oregon","OCHOCO",42808.8,0,711,0,3443,6,0,0,12,0,727716,0,254138,4588,1224,183,4769,29882,1026672,10
69213,10,"Oregon","BARNHOUSE",56985,0,732,0,5755,92,17,0,22,0,688450,0,559237,734,6757,367,1975,4946,1269084,10
69214,10,"Oregon","UNITY",42381.3,0,4343,0,10384,331,0,0,201,78,534617,0,329107,19612,10297,744,60,17110,926884,10
69215,10,"Oregon","NEWBRIDGE",71704.5,0,4686,0,11585,1346,87,0,3711,18,607529,0,496650,73436,0,105493,2445,2158,1309144,10
69217,5,"Oregon","COQUILLE",41196.4,39298,157095,45,41859,8350,1473,454,10112,11690,285561,144572,139597,106725,47566,4296,15155,33487,1047335,10
69218,5,"Oregon","GREEN",47238,0,2503,0,54648,23511,11248,5361,4238,9102,474946,69169,214384,139240,189049,4773,12385,4164,1218721,10
69219,5,"Oregon","WARNER MTN.",39113,0,3906,0,3370,178,6,6,2018,110,662494,473,152619,3023,0,0,32,12,828247,10
69220,9,"Oregon","BALD MTN.",41361.8,0,80,0,2725,78,0,0,1033,0,693950,0,355839,117101,4217,20,0,1363,1176406,10
69221,9,"Oregon","GREEN MTN.",60898.7,0,50,0,23383,5724,144,0,57685,0,441,0,1443101,4757,0,77200,87,7,1612579,10
69222,9,"Oregon","HARNEY LAKE",45126.7,0,18342,0,4013,1481,29,0,165545,0,360,0,883931,7792,78559,6709,1147,23597,1191505,10
69223,9,"Oregon","CRANE",40587.1,0,3813,0,18548,1850,56,0,7556,0,21582,0,934574,5473,181726,22570,2431,2468,1202647,10
69224,9,"Oregon","QUARTZ MTN.",65895.4,0,22229,0,0,0,0,0,3154,0,2092,0,1356640,235963,143,888,70,28,1621207,10
69225,5,"Oregon","MYRTLE GROVE",37708.6,0,0,0,29493,532,41,5,1174,1065,649235,54074,77540,39841,1129,0,2818,105,857052,10
69226,5,"Oregon","RUCH",54462.7,0,3563,0,38743,3622,261,48,399,3894,814251,24921,237586,45732,22822,1162,6180,1306,1204490,10
69227,5,"Oregon","WHISKEY SPG.",53222.6,0,3429,0,3910,261,42,11,8208,179,1061375,531,123237,14607,183,2361,86,77,1218497,10
69228,9,"Oregon","MERRILL",49378.4,0,26398,253,38091,10299,1127,259,12271,371,220856,0,268851,100164,183188,402886,7,5979,1271000,10
69229,9,"Oregon","PICTURE FLAT",71920.3,0,812,0,1391,481,18,0,6369,36,975973,0,325235,76932,1728,9,166,7730,1396880,10
69230,9,"Oregon","WARNER VALLY",43469.4,0,209817,0,6025,988,0,0,21732,0,19229,0,940826,8956,3451,1105,10675,39191,1261995,10
69231,9,"Oregon","CATLOW RIM",39737.9,0,1444,0,5082,1406,0,0,209151,0,19257,0,904035,4962,19,4356,86,38104,1187902,10
69232,9,"Oregon","BOWDEN HILLS",51868.4,0,902,0,4618,1844,33,0,2452,14,1343,0,1222356,199976,13961,326,155,312,1448292,10
69233,5,"Oregon","MCMINNVILLE",59198,0,2281,0,49796,43820,11907,4418,960,47895,187200,152826,102532,72576,348900,327324,39958,7967,1400360,10
69234,10,"Oregon","BLACK MTN.",55282.9,0,57,0,5957,1133,0,0,146,0,765731,78,172491,134607,0,89805,2649,16,1172670,10
69235,10,"Oregon","EAGLE CREEK",66466.3,0,1832,0,2335,12,0,0,59361,72,857330,0,231015,75066,5,5877,0,1740,1234645,10
69236,5,"Oregon","KLICKITAT MT",50270.9,0,1314,0,48737,329,30,0,520,30395,581375,295025,72869,21269,9836,712,5863,632,1068906,10
69237,5,"Oregon","SALEM",41311.1,0,10294,0,51163,113075,57836,21593,2620,14500,27398,21784,7132,19122,433112,287152,51333,6684,1124798,10
69238,9,"Oregon","SISTERS",58426.6,0,1687,2205,18875,3971,591,74,60727,114,1050046,17,296699,27360,456,20876,2517,1540,1487755,10
69239,10,"Oregon","DONNYBROOK",67479.9,0,2837,0,8256,1125,20,0,322,0,45568,0,1478311,5048,15382,1617,0,0,1558486,10
