"RT..NO.","BCR","State","RT..NAME","Patch.Density","Largest.Patch.Index","Aggregation.Index","km"
14199,9,"California","BARTLE",5.71,29.14,89.97,2
14200,5,"California","KORBEL",13.61,29.1,81.67,2
14201,15,"California","HAT CREEK",4.56,58.13,89.93,2
14202,32,"California","GLEN ELLEN",19.48,9.21,76.34,2
14203,32,"California","LIVERMORE",10.05,20.9,85.44,2
14204,32,"California","ATHLONE",2.31,33.59,92.44,2
14205,15,"California","LAKESHORE",6.04,40.94,90.29,2
14210,5,"California","UKIAH",12.16,44.41,84.24,2
14213,15,"California","TAHOE NF",9.68,37.95,83.51,2
14220,32,"California","JOFEGAN",8.37,56.1,85.43,2
14221,32,"California","CLEVELAND NF",9.8,27.22,82.87,2
14225,32,"California","TRES PINOS 2",10.46,44.07,83.64,2
14226,32,"California","ANZA 2",8.18,24.41,81.99,2
14245,32,"California","BUENA VISTA",6.36,19.83,84.75,2
14302,32,"California","GLEN ELLEN 2",18.62,8.26,77.17,2
14303,32,"California","TRACY",10.39,22.69,84.8,2
14308,15,"California","CHAOS CRATER",4.51,24.38,90.24,2
14313,32,"California","ANGELUS OAKS",8.09,18.62,84.24,2
14319,32,"California","PESCADERO",10.52,52.58,84.09,2
14320,32,"California","COLLEGEVILLE 2",6.1,15.47,89.8,2
14341,32,"California","CAL HOT SPGS",15.08,40.2,79.2,2
14352,32,"California","STATEN IS.",5.25,17.84,90.49,2
14357,32,"California","POLOMA",16.41,12.18,80.11,2
14366,32,"California","WOODLANDS",10.68,22.97,81.61,2
14401,5,"California","HIOUCHI",10.13,40.06,85.63,2
14402,5,"California","LONESOME RDG",7.27,79.21,89.54,2
14403,5,"California","WHISKEYTOWN",10.82,52.39,84.64,2
14404,5,"California","DIRIGIO",9.24,40.97,86.51,2
14405,9,"California","HACKAMORE",11.15,10.22,77.32,2
14406,9,"California","TIONESTA",4.66,63.49,90.72,2
14407,9,"California","CROWDER FLAT",10.63,11.59,76.22,2
14408,9,"California","MADELINE",10.2,10.38,79.54,2
14409,5,"California","BURNT RANCH",12.41,63.39,83.79,2
14410,5,"California","FRENCH GULCH",14.08,43.58,80.36,2
14411,32,"California","TOMHEAD",9.71,16.29,82.5,2
14412,9,"California","FALL RIVER MILLS",9.42,22.51,81.85,2
14413,15,"California","CHESTER",3.62,55.36,92.94,2
14414,15,"California","GOUMAZ",4.08,47.58,91.59,2
14415,15,"California","PAXTON",6.24,26.76,89.4,2
14416,15,"California","MEADOW VALLEY",4.6,42.15,91.78,2
14417,15,"California","LITTLE TRUCKEE",6.72,29.02,87.47,2
14418,15,"California","FOREST HILL",8.18,70.61,86.84,2
14419,15,"California","POLLOCK PINES",6.03,28.11,89.18,2
14420,15,"California","PLACERVILLE",11.63,55.54,84.1,2
14421,15,"California","COULTERVILLE",12.63,9.62,78.11,2
14422,15,"California","WAWONA",7.57,44.16,90.04,2
14423,15,"California","PINE MOUNTAIN",7.52,50.48,82.82,2
14424,15,"California","KERNVILLE",10.54,46.63,79.1,2
14425,32,"California","SOUTH LAKE",14.94,8.81,74.01,2
14426,9,"California","CRESTVIEW",4.79,52.05,89.17,2
14427,32,"California","ALAMAR",13.71,24.05,78.54,2
14428,5,"California","BIG FLAT",10.2,32.66,84.91,2
14429,5,"California","CECILVILLE",9.86,32.6,84.99,2
14430,9,"California","MEDICINE MTN.",3.18,41.42,94.68,2
14431,5,"California","HAY FORK",8.73,59.8,87.71,2
14432,32,"California","HOUGH SPRINGS",10.5,25.49,83.36,2
14433,15,"California","CHILCOOT",6.43,17.09,83.73,2
14434,15,"California","STRAWBERRY",4.58,64.8,90.7,2
14435,5,"California","FRIDAY RIDGE",13.06,52.75,83.28,2
14436,15,"California","LAST CHANCE",6.77,27.15,83.22,2
14503,32,"California","TRACY 2",8.74,22.87,86.8,2
14536,15,"California","SQUAW VALLEY",6.82,29.71,83.46,2
14900,9,"California","IRON GATE",19.23,11.17,69.87,2
14901,5,"California","GAZELLE",12.48,18.61,79.43,2
14902,5,"California","SHIP MTN.",8.39,63.66,86.96,2
14903,5,"California","PILOT CREEK",12.91,64.85,83.57,2
14905,5,"California","FRIDAY RIDGE",12.95,52.39,83.27,2
14907,33,"California","CHOLLA GARD.",2.12,38.08,93.98,2
14908,5,"California","REDWOOD N.P.",8.75,26.28,87.55,2
14909,32,"California","SAN BENITO MTN.",11.13,28.04,79.74,2
14953,5,"California"," ",13.15,51.31,82.47,2
17001,10,"Colorado","MAYBELL",2.36,53.57,95.29,2
17002,10,"Colorado","GREAT DIVIDE",1.97,93.39,96.86,2
17003,16,"Colorado","YAMPA",9.72,13.53,84.86,2
17004,16,"Colorado","HARMONY",14.33,25.65,77.12,2
17005,18,"Colorado","BRIGGSDALE",2.81,31.71,91.52,2
17006,18,"Colorado","PINNEO",2.37,71.11,92.99,2
17007,18,"Colorado","FLEMING",4.8,28.78,89.61,2
17008,16,"Colorado","DOUGLAS PASS",10.45,8,79.93,2
17009,16,"Colorado","BUFORD",12.2,15.92,81.25,2
17010,16,"Colorado","ASPEN",12.04,11.39,81.02,2
17011,16,"Colorado","CHEESMAN LK",6.4,23.54,90.59,2
17012,18,"Colorado","KIOWA",3.18,55.05,93.03,2
17013,18,"Colorado","LAST CHANCE",3.64,17.13,88.18,2
17014,18,"Colorado","ABARR",2.14,45.96,93.53,2
17015,16,"Colorado","DELTA",8.93,24.73,83.19,2
17016,16,"Colorado","COLONA",8.34,19.05,84.75,2
17017,16,"Colorado","PARLIN",8.32,34.81,88.13,2
17018,16,"Colorado","MOFFAT",10.14,21.61,80.82,2
17019,18,"Colorado","RUSH",2.99,64.54,91.19,2
17020,18,"Colorado","BOYERO",5.66,20.52,84.11,2
17021,18,"Colorado","LAMAR",3.29,41.19,91.29,2
17022,16,"Colorado","DOLORES",11.58,8.96,81.9,2
17023,16,"Colorado","FALFA",12.76,15.06,81.56,2
17024,16,"Colorado","PAGOSA SPGS",16.81,5.35,74.76,2
17025,16,"Colorado","BLANCA",4.68,44.93,91.26,2
17026,18,"Colorado","MICA BUTTE",2.27,92.23,95.96,2
17027,18,"Colorado","GILPIN",5.31,80.45,89.12,2
17028,18,"Colorado","TWO BUTTES",3.75,27.06,90.4,2
17031,16,"Colorado","WRAY GULCH",6.87,26.86,83.39,2
17032,10,"Colorado","WILSON CREEK",8.06,51.99,87.76,2
17033,16,"Colorado","WALDEN",8.17,35.72,87.69,2
17034,16,"Colorado","LOST LAKE",7.87,34.77,88.92,2
17035,18,"Colorado","HUDSON",5.8,22.21,88.11,2
17036,18,"Colorado","WILDHORSE L",2.74,58.38,90.53,2
17037,18,"Colorado","WAVERLY",2.65,42.51,92.53,2
17038,16,"Colorado","FRUITA",6.57,26.98,88.26,2
17039,16,"Colorado","WILLOW PEAK",8.57,20.48,85.41,2
17040,16,"Colorado","RED CLIFF",9.03,28.88,87.09,2
17041,16,"Colorado","TARRYALL",12.31,16.1,81.72,2
17042,18,"Colorado","ADAMS CO.",3.27,29.48,91.51,2
17043,18,"Colorado","GORDON CREEK",2.74,52.29,93.29,2
17044,18,"Colorado","BETHUNE",2.43,20.47,92.56,2
17045,16,"Colorado","UNCOMPAHGRE",7.92,52.54,86.52,2
17046,16,"Colorado","CASTLETON",11.01,15.86,84.43,2
17047,16,"Colorado","DOYLEVILLE",5.99,38.92,88.75,2
17048,16,"Colorado","GUFFEY",10.23,16.37,84.26,2
17049,18,"Colorado","EDISON",5.12,38.91,84.47,2
17050,18,"Colorado","CROWLEY",6.61,35.82,81.51,2
17051,18,"Colorado","CHEYENNE",2.56,19.23,92.7,2
17052,16,"Colorado","DOLORES RIV",9,33.03,86.88,2
17053,16,"Colorado","LAKE CITY",10.27,16.4,84.25,2
17054,16,"Colorado","PINOS CREEK",11.31,40.52,83.6,2
17055,16,"Colorado","ALAMOSA",12.32,14.4,82.68,2
17056,18,"Colorado","TRINCHERA",4.4,72.2,89.96,2
17057,18,"Colorado","VILLEGREEN",4.34,26.83,89.76,2
17058,18,"Colorado","CAMPO",5.88,18.59,83.96,2
17122,16,"Colorado","CORTEZ",11.87,12.75,81.44,2
17124,16,"Colorado","BLACKHEAD PK",16.71,4.83,74.87,2
17125,16,"Colorado","SAN LUIS",4.54,33.62,91.54,2
17126,18,"Colorado","CONE MTN",2.48,90.55,95.12,2
17138,16,"Colorado","ROSEVALE",7.04,35.73,86.24,2
17153,16,"Colorado","RIO GRNDS RS",9.21,15.71,85.77,2
17154,16,"Colorado","SUMMITVILLE",13.03,25.1,81.62,2
17201,10,"Colorado","BROWNS PARK",3.1,62.75,93.95,2
17202,16,"Colorado","DUNCKLEY PAS",11.07,23.65,83.83,2
17203,16,"Colorado","BUFFALO PARK",9.45,62.45,88.34,2
17204,16,"Colorado","DEADMAN RD.",11.19,59.35,84.57,2
17205,18,"Colorado","GROVER",1.55,41.22,94.4,2
17206,18,"Colorado","STONEHAM",1.28,80.48,95.53,2
17207,18,"Colorado","AMHERST",2.33,50.49,93.94,2
17208,16,"Colorado","DE BEQUE",9.29,22.01,81.71,2
17209,16,"Colorado","FLATTOPS",13.18,26.45,80.46,2
17210,16,"Colorado","THOMASVILLE",10.84,21.99,83.14,2
17211,16,"Colorado","GUANELLA PAS",6.85,38.34,89.21,2
17212,18,"Colorado","PROSPECT VAL",3.69,37.07,90.19,2
17213,18,"Colorado","LIMON",4.32,12.49,89.07,2
17214,18,"Colorado","KIRK",3.4,31.31,91.49,2
17215,16,"Colorado","PINON",7.89,24.51,85.54,2
17216,16,"Colorado","PAONIA",8.73,20.86,84.73,2
17217,16,"Colorado","TINCUP",7.37,22.91,88.18,2
17218,16,"Colorado","WET MTNS.",10.9,17.87,82.76,2
17219,18,"Colorado","DOYLE BRIDGE",4.59,81.79,91.21,2
17220,18,"Colorado","HASWELL",1.74,38.57,93.82,2
17221,18,"Colorado","NEEGRANDE",3.91,16.27,87.72,2
17222,16,"Colorado","GROUNDHOG RS",12.35,20.11,81.52,2
17223,16,"Colorado","PIEDRA",14.08,15.53,79.95,2
17224,16,"Colorado","FOX CREEK",15.48,11.72,80.07,2
17225,16,"Colorado","MOSCA",5.38,58.2,92.45,2
17226,16,"Colorado","COKEDALE",15.24,7.07,75.77,2
17227,18,"Colorado","NINAVIEW",6.81,27.39,84.11,2
17228,18,"Colorado","EDLER",3.78,15.47,89.4,2
17253,16,"Colorado","LAKE CITY 2",10.15,24.18,84.55,2
17301,16,"Colorado","DINOSAUR",2.87,78.68,93.43,2
17302,10,"Colorado","LAY",1.76,68.41,96.6,2
17303,16,"Colorado","STEAMBOAT L.",14.02,18.77,80.73,2
17304,16,"Colorado","COMMANCHE PK",6.49,86.1,92.08,2
17305,18,"Colorado","NUNN",2.58,55.12,93.08,2
17306,18,"Colorado","FORT MORGAN",5.75,14.71,87.26,2
17307,18,"Colorado","JULESBURG",4.95,38.63,89.01,2
17308,16,"Colorado","BAXTER PASS",8.28,15.08,83.45,2
17309,16,"Colorado","RAGGED MTN.",9.59,24.29,86.34,2
17310,16,"Colorado","WESTON PASS",7.74,13.98,87.5,2
17311,16,"Colorado","COMO",5.41,28.45,91.29,2
17312,18,"Colorado","BENNETT",5.09,49.65,89.56,2
17313,18,"Colorado","FLAGLER",3.16,29.47,91.89,2
17314,18,"Colorado","BURLINGTON",2.68,35.29,92.65,2
17315,16,"Colorado","BASIN",3.26,66.4,92.44,2
17316,16,"Colorado","POWDERHORN",8.18,40.79,86.98,2
17317,16,"Colorado","MARSHALL PAS",12.12,27.71,82.57,2
17318,16,"Colorado","GRIBBLES PRK",10.38,31.34,83.48,2
17319,18,"Colorado","ELLICOTT",2.66,72.42,93.91,2
17320,18,"Colorado","KARVAL",3.71,25.43,87.57,2
17321,18,"Colorado","SHERIDAN LAK",2.84,40.42,92.41,2
17322,16,"Colorado","MCPHEE RES.",9.82,12.62,81.6,2
17323,16,"Colorado","ANIMAS",9.37,15.34,82.34,2
17324,16,"Colorado","SOUTH FORK",12.06,56.93,84.02,2
17325,16,"Colorado","ANTONITO",4.93,77.52,91.09,2
17326,16,"Colorado","WALSENBURG",10.48,13.65,79.47,2
17327,18,"Colorado","TIMPAS",0.76,51.95,98.83,2
17328,18,"Colorado","PRITCHETT",4.26,11.5,88.32,2
17351,16,"Colorado","ANGORA",5.5,22.14,87.72,2
17352,16,"Colorado","YELLOWJACKET PASS",10.55,19.2,83.02,2
17353,16,"Colorado","STILLWATER PASS",7.18,38.66,90.07,2
17354,16,"Colorado","GOLD HILL",10.64,61.03,86.91,2
17358,16,"Colorado","PICEANCE BASIN",6.31,40.63,86.31,2
17359,16,"Colorado","RIFLE FALLS",9.13,25.46,85.14,2
17360,16,"Colorado","RADIUM",9.69,21.01,85.44,2
17361,16,"Colorado","ROLLINS PASS",8.04,67.7,89.08,2
17362,18,"Colorado","ELBERT",7.67,30.35,84.45,2
17365,16,"Colorado","NUCLA",7.58,36.5,85.72,2
17366,16,"Colorado","OWL CREEK PASS",12.04,18.81,81.94,2
17367,16,"Colorado","COCHETOPA PASS",7.95,16.33,87.25,2
17368,16,"Colorado","WESTCLIFFE",9.33,21.77,84.32,2
17372,16,"Colorado","HAYCAMP MESA",9.3,23.64,85.43,2
17373,16,"Colorado","LIZARD HEAD PASS",12.42,12.56,82.73,2
17374,16,"Colorado","MOON PASS",9.6,23.46,84.46,2
17375,16,"Colorado","GARDNER",10.28,16.35,79.6,2
17376,16,"Colorado","LUDLOW",12.73,39.41,80.69,2
17410,16,"Colorado","WESTON PASS 2",7.76,26.01,87.16,2
17412,18,"Colorado","PROSPECT VALLEY 2",3.38,36.33,90.9,2
17419,18,"Colorado","DOYLE BRIDGE 2",4.47,79.82,91.59,2
17422,16,"Colorado","CORTEZ 2",11.68,13.17,81.37,2
17423,16,"Colorado","ANIMAS 2",10.61,10.79,81.88,2
17425,16,"Colorado","MESITA",6.44,64.15,87.38,2
17453,16,"Colorado","STILLWATER PASS 2",9.37,50.16,87.27,2
17900,18,"Colorado","ARSENAL",12.16,5.34,78.79,2
17901,18,"Colorado","ROCKPORT",0.42,92.04,96.67,2
17902,16,"Colorado","MOUNT EVANS",4.84,64.48,92.12,2
17903,16,"Colorado","MESAVERDE NP",6.63,31.05,84.93,2
17904,16,"Colorado","TRAIL RIDGE ROAD",9.91,20.76,85.33,2
18001,30,"Connecticut","MYSTIC",17.92,7.11,77.96,2
18002,30,"Connecticut","E HARTLAND",17.26,9.62,77.08,2
18003,30,"Connecticut","BUCKINGHAM",12.92,15.79,81.23,2
18004,30,"Connecticut","UNCASVILLE",15.55,10.87,80.08,2
18005,30,"Connecticut","WOODSTOCK",14.56,16.09,78.79,2
18006,30,"Connecticut","WESTBROOK",17,12.29,77.71,2
18007,30,"Connecticut","WILLIMANTIC",18.98,9.01,75.48,2
18008,30,"Connecticut","NO WOODBURY",13.54,10.18,79.6,2
18009,28,"Connecticut","SHERMAN",9.66,34.14,84.87,2
18010,30,"Connecticut","GREENWICH",15.94,12.63,76.16,2
18011,30,"Connecticut","DANBURY",13.93,13.38,79.51,2
18012,30,"Connecticut","WARREN",12.37,23.53,81.56,2
18013,30,"Connecticut","LONG HILL",16.24,9.01,78.17,2
18014,30,"Connecticut","MID HADDAM",13.21,14.54,81.17,2
18015,30,"Connecticut","SOUTHINGTON",23.28,8.8,72.36,2
18016,14,"Connecticut","NEW HARTFORD",16.8,7.58,79.13,2
18102,14,"Connecticut","NEW HARTFORD",14.78,12.14,78.89,2
18116,30,"Connecticut","GRANBY",16.99,7.33,78.64,2
21001,30,"Delaware","MT PLEASANT",12.85,4.83,81.25,2
21002,30,"Delaware","WILMINGTON",22.31,4.77,72.13,2
21003,30,"Delaware","HARRINGTON",11.09,5.6,82.74,2
21004,30,"Delaware","FREDERICA",13.5,3.77,79.59,2
21005,30,"Delaware","DOVER",12.77,3.17,81.35,2
21006,30,"Delaware","FRANKFORD",12.11,12.35,83.05,2
21007,30,"Delaware","HOLLEYVILLE",18.59,4.52,77.37,2
21008,30,"Delaware","LOWES XRDS",13.13,7.79,82.76,2
21009,30,"Delaware","BETHANY BCH",13.95,20.82,82.09,2
21010,30,"Delaware","MILTON",13.55,5.37,80.37,2
21105,30,"Delaware","BLACKBIRD",8.13,9.79,85.02,2
21107,30,"Delaware","HOLLEYVILLE 2",17.54,5.95,78.27,2
21108,30,"Delaware","PEPPERBOX",10.61,13.74,85.49,2
21109,30,"Delaware","GEORGETOWN",18.57,5.46,77.34,2
25001,27,"Florida","OAK GROVE",18.5,10.14,75.8,2
25002,27,"Florida","FT WALTN BCH",11.59,31.27,84.53,2
25003,27,"Florida","MOSSY HEAD",14.97,4.75,78.73,2
25004,27,"Florida","BLOUNTSTOWN",13.77,9.11,80.3,2
25005,27,"Florida","BROAD BRANCH",16.11,24.76,77.96,2
25006,27,"Florida","MICCOSUKEE",31.15,4.62,66.23,2
25007,27,"Florida","SEMINOLE HLS",14.41,12.36,78.99,2
25008,27,"Florida","TELOGIA",12.15,8.91,80.3,2
25009,27,"Florida","PORT ST JOE",6.98,22.44,88.09,2
25010,27,"Florida","COVINGTON",21.4,3.12,74.68,2
25011,27,"Florida","STEINHATCHEE",14.82,16.25,79.56,2
25012,27,"Florida","BELMONT",20.29,2.73,74.1,2
25013,31,"Florida","MICANOPY",13.59,22.22,78.92,2
25014,31,"Florida","ROMEO",13.02,8.1,80.26,2
25015,27,"Florida","FT GADSDEN",7.49,40.72,86.35,2
25016,31,"Florida","DALE MABRY",24.98,2.63,70.41,2
25017,31,"Florida","MYAKKA HEAD",12.29,6.27,82.09,2
25018,31,"Florida","ST AUGUSTINE",16.08,7.79,79.3,2
25019,27,"Florida","HILLIARD",18.68,3.29,75.67,2
25020,31,"Florida","SAN ANTONIO",13.95,11.74,79.9,2
25021,31,"Florida","BELMORE",13.86,8.79,78.17,2
25022,31,"Florida","POLK CITY",13.2,18.78,79.92,2
25023,31,"Florida","MABEL",14.56,7.81,78.82,2
25024,31,"Florida","CHILDS",11.72,12.08,84.01,2
25025,31,"Florida","SCOTTSMOOR",8.76,25.37,85.15,2
25026,31,"Florida","SUNNILAND GR",11.71,10.48,84.17,2
25027,31,"Florida","FT LONESOME",9.39,6.72,84.97,2
25028,31,"Florida","PINECREST",4.41,15.49,89.18,2
25029,31,"Florida","ALTURAS",9,17.68,85.54,2
25030,31,"Florida","KENANSVILLE",8.09,22.89,85.1,2
25031,31,"Florida","INDIANTOWN",6.78,15.5,87.66,2
25032,31,"Florida","SALVISTA",17.93,4.51,77.28,2
25033,31,"Florida","BROWARD",21.61,6.9,74.05,2
25035,31,"Florida","TAMIAMI",4.83,33.32,90.93,2
25036,31,"Florida","PLANTATION K",4.36,54.83,93.27,2
25037,27,"Florida","SANDERSON",16.72,6.2,76.89,2
25038,27,"Florida","DOCTOR INLET",22.37,5.84,74.08,2
25039,31,"Florida","BOCA RATON",21.01,5.19,72.81,2
25040,31,"Florida","ANDYTOWN",2.78,89.96,95.44,2
25051,27,"Florida","SANTA ROSA",7.54,30.98,89.35,2
25052,27,"Florida","BLACKWATER",13.98,9.64,78.92,2
25053,27,"Florida","DEFUNIAK SPR",18.81,5.01,76.83,2
25054,27,"Florida","BETTS",20.63,2.59,75.31,2
25055,27,"Florida","MILLER XRDS",21.87,12.36,75.1,2
25056,27,"Florida","HIXTOWN SWMP",18.58,7.01,75.75,2
25057,27,"Florida","BLOXHAM",10.55,17.66,81.22,2
25058,27,"Florida","DOWLING PARK",18.37,2.26,75.97,2
25059,27,"Florida","HILDRETH",15.53,2.25,79.29,2
25060,27,"Florida","CALLAHAN",17.58,8.37,76.46,2
25061,27,"Florida","PINETTA",20.94,1.64,76.18,2
25062,27,"Florida","ALLIGATOR PT",13.07,11.88,80.48,2
25063,31,"Florida","FT MCCOY",14.51,6.67,78.89,2
25064,31,"Florida","DEANVILLE",15.72,4.28,79.39,2
25065,31,"Florida","FLEMINGTON",17.12,4.91,77.84,2
25066,31,"Florida","NOBLETON",9.55,11.9,83.72,2
25067,31,"Florida","PENNYWASH CR",7.96,25.41,86.6,2
25068,31,"Florida","WINTER GARDN",20.3,5.31,75.06,2
25069,31,"Florida","KISSIMMEE",13.51,5.82,80.34,2
25070,31,"Florida","PLEASANT GR",16.01,10.52,78.63,2
25071,31,"Florida","SANDY",9.1,23.28,84.85,2
25072,31,"Florida","GARDNER",9.18,10.94,85.33,2
25073,31,"Florida","ARBUCKLE",12.81,13.83,81.95,2
25074,31,"Florida","ST LUCIE",6.39,15.68,88.64,2
25075,31,"Florida","SEBASTIAN",7.22,54.93,89.49,2
25076,31,"Florida","SHAWANO",2.92,54.73,92.86,2
25077,31,"Florida","DAVIE",23.74,6.68,71.8,2
25078,31,"Florida","KENDALL",13.18,25.79,82.18,2
25079,31,"Florida","HOMESTEAD",3.9,32.68,90.62,2
25080,31,"Florida","KEY LARGO",4.77,18.79,90.83,2
25081,31,"Florida","DEVILS GARDN",11.55,6.21,81.78,2
25082,31,"Florida","PALMDALE",9.94,13.72,84.82,2
25083,31,"Florida","KEY WEST",7.07,22.91,88.82,2
25084,27,"Florida","CROSS CITY",20.65,3.59,72.76,2
25085,31,"Florida","ARIPEKA",15.56,12.78,78.5,2
25086,31,"Florida","ALVA",12.86,6.9,80.91,2
25087,31,"Florida","WEAVER STN",5.61,18.01,89.31,2
25105,27,"Florida","NIXON",12.02,12.11,80.26,2
25107,27,"Florida","SEMINOLE HILLS 2",14.1,10.27,79.15,2
25108,27,"Florida","BRISTOL",13.28,15.71,80.15,2
25113,31,"Florida","ISLAND GROVE",12.46,11.62,79.43,2
25116,31,"Florida","CITRUS PARK",26.09,2.01,69.67,2
25129,31,"Florida","LAKE BUFFUM",8.91,16.91,85.77,2
25132,31,"Florida","PUNTA GORDA",14.54,11.7,80.22,2
25135,31,"Florida","FLAMINGO",2.49,42.11,94.58,2
25137,27,"Florida","GLEN ST. MARY",16.23,2.48,77.21,2
25138,27,"Florida","DOCTORS INLET 2",20.9,8.08,75.55,2
25151,27,"Florida","LAUREL HILL",20.98,4.89,74.37,2
25159,27,"Florida","HILDRETH 2",15.69,2.27,78.02,2
25165,31,"Florida","MT. OLIVE",15,4.24,77.88,2
25170,31,"Florida","PLEASANT GROVE 2",11.19,12.79,83.81,2
25172,31,"Florida","CREWSVILLE",8.87,9.94,85.56,2
25175,31,"Florida","VERO BEACH",7.19,53.59,89.31,2
25176,31,"Florida","SHAWANO 2",2.98,82.23,93.77,2
25178,31,"Florida","REDLANDS",15.42,14.7,79.08,2
25180,31,"Florida","CARD SOUND",3.78,27.78,92.57,2
25183,31,"Florida","CUDJOE KEY",7.03,23.92,88.88,2
25283,31,"Florida","SUGARLOAF KEY 2",7.05,8.22,87.1,2
25901,27,"Florida","APALACHICOLA",7.93,18.85,83.75,2
25902,27,"Florida","OSCEOLA",9.07,19.77,83.9,2
25903,31,"Florida","OCALA",6.04,25.37,88.43,2
25904,27,"Florida","LOVEDALE",21.41,6.77,76.14,2
25905,31,"Florida","CROOM",9.06,13.01,82.61,2
25906,31,"Florida","GREEN SWAMP",8.71,59.43,84.64,2
25907,31,"Florida","PINELANDS",3.12,32.86,90.03,2
25908,31,"Florida","CITRUS",4.81,78.54,89.27,2
25909,31,"Florida","GOETHE",10.79,21.42,83.25,2
25910,31,"Florida","WEBB",6.54,48.22,82.46,2
25911,31,"Florida","CORBETT",5.55,19.12,83.76,2
25912,31,"Florida","HOLEY LAND",3.33,65.7,90.19,2
25915,31,"Florida","MERRITT ISL",3.75,31.97,90.81,2
25916,31,"Florida","RIDGE HARBOR",16.23,7.8,78.24,2
25917,27,"Florida","OLUSTEE",6.96,22.49,85.21,2
25918,31,"Florida","WILDERNES PK",8.52,37.21,85.55,2
25919,31,"Florida","DUPUIS W.E.A",5.34,52.29,88.16,2
25920,27,"Florida","EGLIN A.F.B.",11.08,16.63,82.2,2
25921,27,"Florida","ST VINCENT I",6.43,48.23,86.93,2
25922,31,"Florida","CHASSAHOWITZ",8.5,51.44,83.59,2
27001,27,"Georgia","HARRIETTS BL",14.01,4.2,79.73,2
27002,27,"Georgia","OKEFENOKEE",13.37,8.33,80.03,2
27003,27,"Georgia","DARIEN",14.11,6.18,78.71,2
27004,27,"Georgia","STOCKTON",20.35,6.82,74.82,2
27005,27,"Georgia","BAXLEY",17.31,5.85,76.74,2
27006,27,"Georgia","FOWLSTOWN",19.41,2.64,77.51,2
27007,27,"Georgia","FITZGERALD",21.84,4.62,76.3,2
27008,27,"Georgia","EVERETT CITY",18.44,13,75.55,2
27009,27,"Georgia","COURTHOUSE",19.93,3.91,76.71,2
27010,27,"Georgia","CUTHBERT",23.7,3.27,74.99,2
27011,27,"Georgia","GUYTON",23.31,4.65,72.31,2
27012,27,"Georgia","LYONS",23.32,1.88,73.4,2
27013,27,"Georgia","WRIGHTSVILLE",24.9,5.28,73.81,2
27014,27,"Georgia","HAWKINSVILLE",17.07,3.84,78.12,2
27015,29,"Georgia","FORSYTH",19.64,3.04,76.63,2
27016,29,"Georgia","CREST",19.54,9.23,77.67,2
27017,27,"Georgia","WAYCROSS",16.8,11.59,77.49,2
27018,27,"Georgia","NASHVILLE",22.8,4.66,77,2
27019,29,"Georgia","LINCOLNTON",19.64,6,75.74,2
27020,29,"Georgia","MAXEYS",17.38,5.07,76.96,2
27021,27,"Georgia","NEWTON",26.12,7.2,74.91,2
27022,29,"Georgia","HOLLONVILLE",26.1,1.97,72.14,2
27023,29,"Georgia","FAIRPLAY",20.13,3.76,75.5,2
27024,29,"Georgia","ATHENS",20.44,3.13,75.39,2
27025,27,"Georgia","COTTON",20.23,8.62,78.35,2
27026,28,"Georgia","OAKMAN",27.26,2.46,72.18,2
27027,28,"Georgia","CARTERSVILLE",22.94,10.35,74.06,2
27028,27,"Georgia","HENDERSON",17.54,10.73,80.05,2
27029,27,"Georgia","DOLES",25.58,4.01,74.9,2
27030,29,"Georgia","BALDWIN",22.53,5.27,74.06,2
27031,29,"Georgia","SILOAM",23.37,3.3,73.37,2
27032,29,"Georgia","GROVETOWN",21.82,4.15,73.63,2
27033,27,"Georgia","LACROSS",23.16,4.83,74.82,2
27034,27,"Georgia","JACKSONBORO",16.81,10.43,78.38,2
27035,27,"Georgia","MACON",28.02,10.39,69.32,2
27036,29,"Georgia","BOWDON",21.34,2.9,75.09,2
27037,28,"Georgia","LINWOOD",23.21,5.67,75.25,2
27038,27,"Georgia","TAZEWELL",24.38,3.85,73.88,2
27039,28,"Georgia","SHANNON",27.09,9.93,72.42,2
27040,28,"Georgia","BAXTER",17.12,24,79.4,2
27041,28,"Georgia","MOUNTAIN CTY",12.21,65.43,85.15,2
27042,29,"Georgia","HOLLY SPRS",27.18,5.58,69.6,2
27043,29,"Georgia","HIRAM",28.05,10.34,70,2
27044,29,"Georgia","STOCKBRIDGE",28.98,1.17,69.25,2
27045,29,"Georgia","RUTLEDGE",20.22,5.47,74.74,2
27046,29,"Georgia","JULIETTE",23.27,2.37,73.06,2
27047,29,"Georgia","WASHINGTON",19.56,4.93,75.54,2
27048,27,"Georgia","DEEPSTEP",21.95,2.64,74.04,2
27049,27,"Georgia","FINLEYSON",19.02,9.84,79.17,2
27050,27,"Georgia","RENTZ",18.95,7.85,76.57,2
27051,27,"Georgia","WADLEY",20.42,6.59,76.74,2
27052,27,"Georgia","PITTS",25.69,1.39,73.89,2
27053,27,"Georgia","WORKMORE",15.83,9.71,78.24,2
27054,27,"Georgia","DOVER",17.87,5.69,78.05,2
27055,27,"Georgia","DOUGLAS",20.86,3.53,76.34,2
27056,27,"Georgia","KELLER",16.24,8.42,78.06,2
27057,27,"Georgia","BOSTON",20.64,7.3,76.59,2
27058,27,"Georgia","NEEDMORE",13.8,6.65,78.73,2
27102,27,"Georgia","FOLKS",13.91,7.46,79.67,2
